最小統計區代碼,X,Y
A6304-0105-00,303435.35028,2774829.19288
A6304-0106-00,305206.70333,2774865.98318
A6304-0107-00,305143.02349,2774861.13889
A6304-0108-00,304983.38266,2774860.20498
A6304-0109-00,305718.24869,2774859.19031
A6304-0110-00,305838.99003,2774859.12217
A6304-0111-00,305292.47583,2774856.98234
A6304-0112-00,305446.52243,2774842.89171
A6304-0113-00,305548.70372,2774839.27065
A6304-0114-00,305343.27715,2774817.5524
A6304-0115-00,305631.77585,2774809.9819
A6304-0116-00,305211.43892,2774803.98131
A6304-0117-00,305053.50657,2774784.90142
A6304-0118-00,305387.56437,2774786.17488
A6304-0119-00,305467.1435,2774784.3555
A6304-0120-00,305554.98961,2774781.49515
A6304-0121-00,305227.75995,2774768.36727
A6304-0122-00,305651.89456,2774729.32779
A6304-0123-00,305253.73826,2774721.24371
A6304-0124-00,305558.57062,2774712.78852
A6304-0125-00,306284.46287,2774711.30647
A6304-0126-00,306354.10486,2774710.98053
A6304-0127-00,305758.30131,2774711.5433
A6304-0128-00,306070.72465,2774710.78065
A6304-0129-00,306426.3187,2774710.19997
A6304-0130-00,305976.18557,2774709.91657
A6304-0131-00,306184.23688,2774711.25918
A6304-0132-00,305029.54207,2774698.49128
A6304-0133-00,306485.29171,2774695.15927
A6304-0134-00,305130.44808,2774696.51473
A6304-0135-00,306791.28165,2774693.04842
A6304-0136-00,305656.59468,2774689.36427
A6304-0137-00,305388.29696,2774681.25791
A6304-0138-00,305871.78844,2774679.19089
A6304-0139-00,305161.82721,2774665.31878
A6304-0140-00,304947.06943,2774661.13906
A6304-0141-00,304967.04462,2774640.93449
A6304-0142-00,305008.02397,2774644.79609
A6304-0143-00,305976.71326,2774639.47275
A6304-0144-00,306071.10335,2774639.71299
A6304-0145-00,306216.77067,2774643.67573
A6304-0146-00,306345.43693,2774634.63776
A6304-0147-00,306417.23082,2774634.16951
A6304-0148-00,306149.10532,2774632.63716
A6304-0149-00,305764.87342,2774631.19717
A6304-0150-00,305678.57714,2774628.24768
A6304-0151-00,305205.14908,2774623.25514
A6304-0152-00,305040.41867,2774624.09032
A6304-0153-00,305554.84004,2774624.24219
A6304-0154-00,306484.15286,2774619.01567
A6304-0155-00,306284.69409,2774616.21312
A6304-0156-00,305609.91958,2774606.05258
A6304-0157-00,306774.32515,2774607.54597
A6304-0158-00,304476.43933,2774590.29393
A6304-0159-00,306216.56632,2774581.81184
A6304-0160-00,305310.06869,2774584.89636
A6304-0161-00,305078.16432,2774583.97859
A6304-0162-00,305402.74094,2774580.54317
A6304-0163-00,305924.12302,2774577.9288
A6304-0164-00,306595.48072,2774574.53937
A6304-0165-00,306381.97039,2774573.53798
A6304-0166-00,305171.13975,2774569.96744
A6304-0167-00,305497.6075,2774568.7176
A6304-0168-00,306149.13554,2774565.56642
A6304-0169-00,306479.66764,2774561.70342
A6304-0170-00,307015.29039,2774549.68789
A6304-0171-00,305648.5914,2774551.95205
A6304-0172-00,305304.94643,2774550.559
A6304-0173-00,305010.7501,2774541.44253
A6304-0174-00,305400.49686,2774545.28706
A6304-0175-00,306070.41245,2774544.42113
A6304-0176-00,304961.49989,2774551.05624
A6304-0177-00,305738.66079,2774537.91802
A6304-0178-00,306706.0496,2774535.27509
A6304-0179-00,306784.98004,2774530.37543
A6304-0180-00,306270.92779,2774533.38043
A6304-0181-00,305519.25447,2774525.52488
A6304-0182-00,305154.68342,2774521.12759
A6304-0183-00,306344.7027,2774522.17803
A6304-0184-00,305877.42233,2774518.23238
A6304-0185-00,305976.44028,2774516.75339
A6304-0186-00,306412.91282,2774516.17875
A6304-0187-00,306177.13637,2774511.96991
A6304-0188-00,306479.32317,2774500.97876
A6304-0189-00,304989.14683,2774495.30862
A6304-0190-00,305337.80203,2774499.41111
A6304-0191-00,306938.67749,2774487.7755
A6304-0192-00,305585.75738,2774494.54256
A6304-0193-00,306270.55482,2774492.4305
A6304-0194-00,307198.18563,2774490.90348
A6304-0195-00,305153.19445,2774482.44742
A6304-0196-00,305375.22121,2774478.29602
A6304-0197-00,305419.88672,2774477.11791
A6304-0198-00,305496.09663,2774474.65094
A6304-0199-00,306348.8995,2774473.44753
A6304-0200-00,306417.38907,2774460.21282
A6304-0201-00,306480.3054,2774448.43593
A6304-0202-00,307064.98476,2774439.75091
A6304-0203-00,306706.34248,2774423.55243
A6304-0204-00,306774.78332,2774422.46479
A6304-0205-00,306909.04544,2774402.70963
A6304-0206-00,305825.62076,2774357.02898
A6304-0207-00,305293.12252,2774241.51112
A6304-0208-00,303836.29965,2774289.14396
A6304-0209-00,304371.40107,2774217.42756
A6304-0210-00,306779.4242,2774224.57002
A6304-0211-00,303538.77162,2774211.59854
A6304-0212-00,302915.36088,2774140.86756
A6304-0213-00,302698.26393,2774010.31295
A6304-0214-00,305295.34587,2773975.21657
A6304-0215-00,304287.4056,2773949.50171
A6304-0216-00,303516.05542,2773896.80746
A6304-0217-00,303310.83051,2773886.55456
A6304-0218-00,304617.75765,2773841.72873
A6304-0219-00,305181.6577,2773825.12262
A6304-0220-00,303658.33301,2773862.409
A6304-0221-00,304084.54333,2773780.97352
A6304-0222-00,302892.76952,2773747.12784
A6304-0223-00,303104.86018,2773666.34368
A6304-0224-00,303532.30419,2773637.58694
A6304-0225-00,302630.77224,2773592.09542
A6304-0226-00,303982.75228,2773553.55916
A6304-0227-00,304330.06799,2773529.6045
A6304-0228-00,303144.0338,2773436.55639
A6304-0229-00,302836.36911,2773433.67031
A6304-0230-00,302976.22825,2773429.2804
A6304-0231-00,303331.46168,2773418.2803
A6304-0232-00,303465.8017,2773415.82269
A6304-0233-00,303587.47754,2773413.81346
A6304-0234-00,304380.66466,2773412.4119
A6304-0235-00,304643.28837,2773409.85288
A6304-0236-00,303144.14431,2773409.6016
A6304-0237-00,304004.57849,2773409.90606
A6304-0238-00,304513.76723,2773400.58907
A6304-0239-00,302844.29563,2773391.78151
A6304-0240-00,303885.25299,2773389.08154
A6304-0241-00,304379.10354,2773382.80645
A6304-0242-00,302918.86867,2773377.96809
A6304-0243-00,302944.47206,2773381.99365
A6304-0244-00,303005.00538,2773379.36747
A6304-0245-00,303052.89838,2773378.42284
A6304-0246-00,303093.04077,2773378.07436
A6304-0247-00,303182.24521,2773376.77675
A6304-0248-00,302841.92488,2773368.23003
A6304-0249-00,303284.76154,2773366.36298
A6304-0250-00,303369.57701,2773364.64283
A6304-0251-00,303464.91752,2773362.68338
A6304-0252-00,303585.56901,2773360.19183
A6304-0253-00,304381.21779,2773359.77451
A6304-0254-00,303690.14383,2773358.25424
A6304-0255-00,304515.02458,2773357.3206
A6304-0256-00,304010.9147,2773359.95911
A6304-0257-00,304067.46317,2773354.55569
A6304-0258-00,304751.49933,2773353.73769
A6304-0259-00,302750.55991,2773348.80293
A6304-0260-00,304630.53084,2773347.57525
A6304-0261-00,303738.14131,2773357.53414
A6304-0262-00,304380.58033,2773339.59816
A6304-0263-00,304512.62425,2773338.09372
A6304-0264-00,302969.37624,2773333.37385
A6304-0265-00,303136.5789,2773336.1838
A6304-0266-00,303368.49281,2773321.80549
A6304-0267-00,303975.01671,2773320.97646
A6304-0268-00,303464.09419,2773320.02373
A6304-0269-00,303158.38373,2773319.51107
A6304-0270-00,303564.72512,2773315.70674
A6304-0271-00,303608.88311,2773320.06071
A6304-0272-00,303699.31203,2773316.6018
A6304-0273-00,304514.00551,2773316.91928
A6304-0274-00,304202.91659,2773327.92368
A6304-0275-00,302832.71647,2773313.95621
A6304-0276-00,304393.55909,2773312.75754
A6304-0277-00,304361.76532,2773306.42129
A6304-0278-00,304632.31367,2773307.14178
A6304-0279-00,304068.25834,2773307.84994
A6304-0280-00,303283.31184,2773302.72518
A6304-0281-00,303907.42377,2773293.36996
A6304-0282-00,303087.64122,2773298.54686
A6304-0283-00,303189.20084,2773297.27259
A6304-0284-00,304514.23131,2773296.69673
A6304-0285-00,304740.00648,2773288.44201
A6304-0286-00,302968.95453,2773289.46053
A6304-0287-00,303367.30297,2773279.87171
A6304-0288-00,303463.5076,2773277.93388
A6304-0289-00,303087.95209,2773277.11241
A6304-0290-00,304390.69736,2773276.23256
A6304-0291-00,303584.97325,2773275.53849
A6304-0292-00,304858.08713,2773276.26086
A6304-0293-00,303189.64742,2773274.98984
A6304-0294-00,304046.56965,2773272.15156
A6304-0295-00,303698.20666,2773273.35172
A6304-0296-00,304266.9862,2773266.94479
A6304-0297-00,304494.0396,2773262.36857
A6304-0298-00,304374.88343,2773262.19671
A6304-0299-00,304526.18647,2773269.20366
A6304-0300-00,304631.72626,2773265.25044
A6304-0301-00,302790.70472,2773254.77359
A6304-0302-00,304823.45964,2773249.23666
A6304-0303-00,303099.8432,2773249.41068
A6304-0304-00,303211.17511,2773247.54622
A6304-0305-00,303389.00213,2773246.84207
A6304-0306-00,302816.96918,2773238.44903
A6304-0307-00,302880.08377,2773241.08868
A6304-0308-00,302969.03669,2773239.36159
A6304-0309-00,303085.27869,2773234.08116
A6304-0310-00,303177.81055,2773233.91068
A6304-0311-00,302728.58458,2773234.1198
A6304-0312-00,304499.14109,2773230.80074
A6304-0313-00,304757.96164,2773230.64125
A6304-0314-00,303583.7631,2773226.56667
A6304-0315-00,303696.99925,2773224.43728
A6304-0316-00,303389.16452,2773223.91785
A6304-0317-00,304266.28365,2773221.65495
A6304-0318-00,304376.76153,2773225.10397
A6304-0319-00,304631.92198,2773220.2396
A6304-0320-00,304519.5722,2773216.18667
A6304-0321-00,304112.01858,2773212.70776
A6304-0322-00,303767.91126,2773216.44402
A6304-0323-00,303267.76032,2773211.01193
A6304-0324-00,303306.90797,2773210.55332
A6304-0325-00,304391.61532,2773208.75987
A6304-0326-00,304762.98399,2773207.7352
A6304-0327-00,303485.37473,2773207.43262
A6304-0328-00,303830.7362,2773202.80241
A6304-0329-00,302827.80304,2773202.20437
A6304-0330-00,303388.96855,2773202.19373
A6304-0331-00,303914.36929,2773191.64913
A6304-0332-00,302565.49729,2773206.73863
A6304-0333-00,302968.62023,2773189.15846
A6304-0334-00,303193.00211,2773185.3287
A6304-0335-00,304246.82697,2773183.97162
A6304-0336-00,304024.82916,2773181.17545
A6304-0337-00,302827.15793,2773180.89944
A6304-0338-00,303771.79577,2773176.77272
A6304-0339-00,303565.56724,2773173.80548
A6304-0340-00,303597.67692,2773180.32083
A6304-0341-00,303696.09961,2773175.79019
A6304-0342-00,304408.27841,2773173.92866
A6304-0343-00,304495.21124,2773176.5055
A6304-0344-00,304341.6671,2773173.86172
A6304-0345-00,304533.12965,2773169.51424
A6304-0346-00,304702.27001,2773173.96367
A6304-0347-00,304627.21714,2773172.13239
A6304-0348-00,304797.19324,2773172.18724
A6304-0349-00,303100.12753,2773161.85063
A6304-0350-00,302723.88679,2773159.30169
A6304-0351-00,304254.96968,2773159.62304
A6304-0352-00,302826.34982,2773159.04078
A6304-0353-00,303198.80387,2773152.2287
A6304-0354-00,303387.82101,2773151.88228
A6304-0355-00,304173.24557,2773145.48885
A6304-0356-00,304880.42898,2773148.17186
A6304-0357-00,304069.55731,2773144.99077
A6304-0358-00,302945.23367,2773144.45569
A6304-0359-00,302645.49282,2773143.95972
A6304-0360-00,303016.44695,2773143.15786
A6304-0361-00,304498.11441,2773137.33851
A6304-0362-00,304669.13808,2773136.66101
A6304-0363-00,304378.50894,2773135.71595
A6304-0364-00,302826.13063,2773135.25398
A6304-0365-00,303556.46177,2773128.55829
A6304-0366-00,303597.59958,2773134.50094
A6304-0367-00,303202.34034,2773127.96718
A6304-0368-00,304262.94347,2773126.72606
A6304-0369-00,304517.17074,2773122.04156
A6304-0370-00,304656.86865,2773120.15039
A6304-0371-00,303280.59417,2773124.93839
A6304-0372-00,304796.58913,2773124.21047
A6304-0373-00,303920.89313,2773121.83297
A6304-0374-00,304379.35649,2773112.79466
A6304-0375-00,303482.23936,2773111.30831
A6304-0376-00,302825.59225,2773110.84908
A6304-0377-00,303694.66913,2773106.86893
A6304-0378-00,303768.35541,2773105.29256
A6304-0379-00,304023.97034,2773096.1563
A6304-0380-00,303829.38068,2773102.28934
A6304-0381-00,302721.62872,2773100.07855
A6304-0382-00,302966.92164,2773096.66134
A6304-0383-00,303062.08846,2773094.98099
A6304-0384-00,304107.83041,2773091.96843
A6304-0385-00,302652.87525,2773094.5797
A6304-0386-00,303171.52848,2773094.04779
A6304-0387-00,303385.41468,2773088.46554
A6304-0388-00,302823.96497,2773086.95546
A6304-0389-00,303532.31707,2773086.33143
A6304-0390-00,303602.40545,2773085.12402
A6304-0391-00,303131.94404,2773082.41088
A6304-0392-00,304357.08527,2773077.59975
A6304-0393-00,304391.78575,2773083.97024
A6304-0394-00,304490.45139,2773076.72135
A6304-0395-00,304524.2405,2773083.55204
A6304-0396-00,304655.67882,2773084.2608
A6304-0397-00,303278.65806,2773077.24384
A6304-0398-00,303886.36084,2773074.37458
A6304-0399-00,303941.79228,2773074.14321
A6304-0400-00,304667.5401,2773068.48392
A6304-0401-00,304274.32597,2773059.05586
A6304-0402-00,304203.34247,2773057.72815
A6304-0403-00,304881.02098,2773054.02345
A6304-0404-00,303076.5407,2773053.63054
A6304-0405-00,302826.41118,2773047.65454
A6304-0406-00,304377.50464,2773047.37933
A6304-0407-00,302920.38153,2773048.7516
A6304-0408-00,302947.73411,2773043.8528
A6304-0409-00,303001.6053,2773045.815
A6304-0410-00,303309.6453,2773041.4302
A6304-0411-00,303147.44817,2773040.16343
A6304-0412-00,303442.58762,2773039.59673
A6304-0413-00,303208.72263,2773038.92617
A6304-0414-00,304490.84905,2773030.28168
A6304-0415-00,304524.57437,2773037.29983
A6304-0416-00,304609.31491,2773033.80706
A6304-0417-00,304688.96809,2773032.75906
A6304-0418-00,303579.60343,2773033.6555
A6304-0419-00,304034.33161,2773031.81327
A6304-0420-00,303919.79121,2773025.74184
A6304-0421-00,303077.83537,2773023.5845
A6304-0422-00,304376.78009,2773023.20309
A6304-0423-00,303828.16067,2773017.99879
A6304-0424-00,304136.1674,2773009.53219
A6304-0425-00,303727.309,2773011.7323
A6304-0426-00,304036.91926,2773005.96277
A6304-0427-00,304794.68152,2773002.06547
A6304-0428-00,302832.91704,2773002.04961
A6304-0429-00,302722.49384,2773005.16638
A6304-0430-00,302969.98725,2773000.51952
A6304-0431-00,303270.13933,2772992.1326
A6304-0432-00,303441.49251,2772990.9843
A6304-0433-00,303332.23773,2772989.47254
A6304-0434-00,303576.26292,2772984.12103
A6304-0435-00,304050.77282,2772982.43336
A6304-0436-00,303210.79807,2772980.42314
A6304-0437-00,302751.50605,2772979.90444
A6304-0438-00,303692.12847,2772978.08544
A6304-0439-00,303918.66759,2772975.47678
A6304-0440-00,304034.75027,2772968.10942
A6304-0441-00,302435.40605,2772963.43286
A6304-0442-00,302836.73772,2772959.78013
A6304-0443-00,302951.52419,2772958.07133
A6304-0444-00,303015.55426,2772957.07743
A6304-0445-00,304657.37466,2772956.45999
A6304-0446-00,304879.89892,2772956.32827
A6304-0447-00,302506.69002,2772956.16427
A6304-0448-00,303827.31456,2772946.8516
A6304-0449-00,303308.49394,2772942.98361
A6304-0450-00,303440.89102,2772942.67181
A6304-0451-00,303577.15777,2772936.46749
A6304-0452-00,303691.28673,2772934.19049
A6304-0453-00,303918.28448,2772931.65034
A6304-0454-00,303210.41119,2772931.30938
A6304-0455-00,302676.0952,2772929.88881
A6304-0456-00,302463.24528,2772929.06324
A6304-0457-00,302416.57778,2772922.25864
A6304-0458-00,302595.77263,2772918.07769
A6304-0459-00,303106.2496,2772916.40231
A6304-0460-00,302811.18249,2772915.68953
A6304-0461-00,302876.21993,2772913.92946
A6304-0462-00,302971.11929,2772911.83835
A6304-0463-00,303765.90613,2772911.36528
A6304-0464-00,304379.44332,2772903.32423
A6304-0465-00,303308.07629,2772901.62227
A6304-0466-00,303440.40667,2772897.9502
A6304-0467-00,303575.84325,2772894.07154
A6304-0468-00,304679.13227,2772892.09778
A6304-0469-00,303690.86226,2772891.49006
A6304-0470-00,303941.20262,2772888.73887
A6304-0471-00,302749.74972,2772887.25712
A6304-0472-00,302596.70099,2772885.52974
A6304-0473-00,304598.21456,2772882.18289
A6304-0474-00,302487.77235,2772879.21553
A6304-0475-00,304793.62076,2772880.84171
A6304-0476-00,302685.80714,2772876.47274
A6304-0477-00,302938.94636,2772878.6607
A6304-0478-00,304080.46141,2772873.24852
A6304-0479-00,302414.20166,2772870.78021
A6304-0480-00,304680.27277,2772870.18137
A6304-0481-00,303209.94646,2772865.46216
A6304-0482-00,302847.32428,2772861.40089
A6304-0483-00,302602.84604,2772857.68812
A6304-0484-00,303849.77624,2772858.0887
A6304-0485-00,302973.27793,2772854.31764
A6304-0486-00,303270.11551,2772850.9739
A6304-0487-00,303339.55519,2772853.0747
A6304-0488-00,303438.20328,2772846.60864
A6304-0489-00,303574.18778,2772842.25937
A6304-0490-00,304879.00087,2772843.41059
A6304-0491-00,303718.41554,2772838.01929
A6304-0492-00,303319.59503,2772836.54833
A6304-0493-00,303939.86302,2772833.63461
A6304-0494-00,304602.93821,2772826.74638
A6304-0495-00,304686.68362,2772826.52476
A6304-0496-00,304792.64017,2772825.97079
A6304-0497-00,302484.92777,2772801.96972
A6304-0498-00,302611.42509,2772798.72701
A6304-0499-00,302900.06184,2772796.72009
A6304-0500-00,302848.63957,2772796.80913
A6304-0501-00,302999.06223,2772795.00061
A6304-0502-00,303304.94644,2772784.99618
A6304-0503-00,303436.40857,2772781.81106
A6304-0504-00,302706.46715,2772778.57898
A6304-0505-00,303574.74235,2772777.93886
A6304-0506-00,304074.89915,2772775.71955
A6304-0507-00,302780.30799,2772775.83517
A6304-0508-00,303718.45735,2772774.01265
A6304-0509-00,302950.95544,2772768.38122
A6304-0510-00,303874.53341,2772769.79553
A6304-0511-00,304293.03689,2772765.06496
A6304-0512-00,304439.66525,2772764.39074
A6304-0513-00,304517.71097,2772763.54379
A6304-0514-00,304653.07546,2772763.87999
A6304-0515-00,304749.40664,2772761.37445
A6304-0516-00,304838.96931,2772760.02904
A6304-0517-00,303135.31174,2772753.02264
A6304-0518-00,302502.29268,2772745.50495
A6304-0519-00,303001.44525,2772742.13931
A6304-0520-00,303909.68124,2772742.16541
A6304-0521-00,302626.20947,2772742.2002
A6304-0522-00,304073.51764,2772740.65842
A6304-0523-00,302898.50481,2772738.92165
A6304-0524-00,302847.56326,2772738.01641
A6304-0525-00,303303.44987,2772729.32233
A6304-0526-00,303408.19876,2772726.74665
A6304-0527-00,303598.31357,2772722.22391
A6304-0528-00,303688.21446,2772720.11371
A6304-0529-00,304333.98884,2772711.29928
A6304-0530-00,304479.68457,2772710.82474
A6304-0531-00,304786.52745,2772710.13708
A6304-0532-00,303909.31868,2772707.68575
A6304-0533-00,304026.34413,2772706.19886
A6304-0534-00,303526.86276,2772701.84194
A6304-0535-00,302626.25465,2772700.2159
A6304-0536-00,302935.90366,2772694.88592
A6304-0537-00,304223.35791,2772693.66184
A6304-0538-00,302488.27855,2772696.81416
A6304-0539-00,304694.8761,2772699.56032
A6304-0540-00,302865.11663,2772691.45764
A6304-0541-00,303822.1919,2772688.48923
A6304-0542-00,304877.43226,2772687.90557
A6304-0543-00,304642.54985,2772686.91095
A6304-0544-00,303302.38249,2772685.17031
A6304-0545-00,304134.6444,2772684.78741
A6304-0546-00,303407.94261,2772682.53674
A6304-0547-00,304602.34165,2772675.60466
A6304-0548-00,303599.08075,2772677.80079
A6304-0549-00,302998.12664,2772681.12359
A6304-0550-00,303687.33432,2772675.64218
A6304-0551-00,302712.71439,2772674.13639
A6304-0552-00,302544.7115,2772677.43629
A6304-0553-00,302791.7261,2772675.37373
A6304-0554-00,303133.21347,2772671.53341
A6304-0555-00,304333.38673,2772670.54153
A6304-0556-00,304479.24601,2772670.03547
A6304-0557-00,304786.37612,2772669.22397
A6304-0558-00,303471.76554,2772676.81128
A6304-0559-00,303909.38251,2772665.41012
A6304-0560-00,304026.56004,2772663.7313
A6304-0561-00,302618.10453,2772655.5877
A6304-0562-00,303760.65116,2772654.09452
A6304-0563-00,302938.11235,2772647.72423
A6304-0564-00,302861.16397,2772646.08142
A6304-0565-00,303003.91394,2772644.57919
A6304-0566-00,303301.40332,2772641.78689
A6304-0567-00,303055.58197,2772636.0322
A6304-0568-00,303597.77272,2772634.48886
A6304-0569-00,303686.55177,2772632.39381
A6304-0570-00,304332.9013,2772630.48689
A6304-0571-00,304478.57,2772629.93718
A6304-0572-00,304615.47441,2772629.52072
A6304-0573-00,304785.96698,2772626.83193
A6304-0574-00,302518.58842,2772620.24984
A6304-0575-00,303909.20175,2772625.09994
A6304-0576-00,304026.49585,2772623.6196
A6304-0577-00,303526.29822,2772614.51706
A6304-0578-00,303407.07765,2772613.30642
A6304-0579-00,303476.08256,2772608.75619
A6304-0580-00,303298.49942,2772607.66712
A6304-0581-00,304221.91696,2772607.38055
A6304-0582-00,304877.37787,2772604.79407
A6304-0583-00,303137.31298,2772605.99188
A6304-0584-00,303821.20625,2772606.14445
A6304-0585-00,302612.26267,2772599.62173
A6304-0586-00,302708.78065,2772597.04217
A6304-0587-00,304330.91909,2772596.74074
A6304-0588-00,303006.02146,2772594.11963
A6304-0589-00,302867.80182,2772592.06902
A6304-0590-00,303596.76021,2772591.33946
A6304-0591-00,302926.67854,2772590.64815
A6304-0592-00,302970.40081,2772590.14036
A6304-0593-00,303686.52184,2772589.53637
A6304-0594-00,303908.40915,2772585.41045
A6304-0595-00,304705.96784,2772580.12869
A6304-0596-00,304435.53154,2772584.33121
A6304-0597-00,304025.46042,2772583.90364
A6304-0598-00,304509.54912,2772583.14831
A6304-0599-00,303300.60499,2772582.22974
A6304-0600-00,304618.99706,2772581.7345
A6304-0601-00,304785.83097,2772581.22756
A6304-0602-00,304333.86729,2772574.38956
A6304-0603-00,304131.7874,2772559.2249
A6304-0604-00,303512.77073,2772544.55199
A6304-0605-00,303633.19152,2772546.17927
A6304-0606-00,302797.81724,2772547.30188
A6304-0607-00,303908.28231,2772542.12313
A6304-0608-00,304023.92433,2772540.95358
A6304-0609-00,302990.37207,2772541.18204
A6304-0610-00,302882.4863,2772541.0514
A6304-0611-00,303299.68309,2772538.02379
A6304-0612-00,304331.87929,2772537.75592
A6304-0613-00,303433.06812,2772536.19391
A6304-0614-00,304480.22707,2772536.00439
A6304-0615-00,302581.79321,2772536.37238
A6304-0616-00,304621.87036,2772534.26587
A6304-0617-00,302706.42637,2772534.12323
A6304-0618-00,303583.08968,2772529.37694
A6304-0619-00,303197.77269,2772530.15857
A6304-0620-00,303820.57244,2772523.14699
A6304-0621-00,304219.71962,2772518.67261
A6304-0622-00,302870.23498,2772513.01105
A6304-0623-00,304760.06987,2772519.22091
A6304-0624-00,303096.0565,2772517.7806
A6304-0625-00,304875.70685,2772510.84696
A6304-0626-00,302987.00687,2772509.61986
A6304-0627-00,303758.04144,2772500.87497
A6304-0628-00,303907.13756,2772499.02992
A6304-0629-00,302912.50468,2772497.41946
A6304-0630-00,304023.16508,2772497.4609
A6304-0631-00,304331.21075,2772494.27567
A6304-0632-00,304479.61689,2772492.43081
A6304-0633-00,304598.26484,2772491.18166
A6304-0634-00,304657.97948,2772489.77148
A6304-0635-00,304782.05852,2772488.31432
A6304-0636-00,303597.99683,2772486.35955
A6304-0637-00,303668.12403,2772485.82135
A6304-0638-00,302584.4962,2772486.08284
A6304-0639-00,303298.56427,2772483.91195
A6304-0640-00,303431.68444,2772482.13192
A6304-0641-00,303711.89285,2772476.81041
A6304-0642-00,302865.87492,2772471.72864
A6304-0643-00,302932.39851,2772471.41219
A6304-0644-00,302962.03942,2772471.93593
A6304-0645-00,303001.94595,2772471.66557
A6304-0646-00,303526.74162,2772464.94886
A6304-0647-00,303052.81722,2772464.08278
A6304-0648-00,303906.49325,2772460.57092
A6304-0649-00,304022.08773,2772459.42607
A6304-0650-00,304218.41073,2772456.35071
A6304-0651-00,304334.47216,2772457.60985
A6304-0652-00,304478.76435,2772452.19271
A6304-0653-00,304591.33019,2772451.27866
A6304-0654-00,304654.8344,2772449.70789
A6304-0655-00,303129.74061,2772438.03621
A6304-0656-00,304320.52605,2772444.08129
A6304-0657-00,302586.72252,2772443.54838
A6304-0658-00,303819.43306,2772441.60056
A6304-0659-00,303297.95476,2772436.12438
A6304-0660-00,303430.60162,2772434.77746
A6304-0661-00,303196.67668,2772430.29873
A6304-0662-00,303597.03112,2772432.08839
A6304-0663-00,303667.29981,2772431.72641
A6304-0664-00,304818.3084,2772427.18833
A6304-0665-00,304874.58959,2772426.77385
A6304-0666-00,302836.95872,2772425.31534
A6304-0667-00,303905.63439,2772422.32331
A6304-0668-00,304021.73113,2772420.73478
A6304-0669-00,304218.09793,2772415.58641
A6304-0670-00,304330.05714,2772413.4956
A6304-0671-00,304477.89003,2772411.88525
A6304-0672-00,304582.5147,2772411.32052
A6304-0673-00,304642.62034,2772410.07207
A6304-0674-00,304128.67294,2772408.09353
A6304-0675-00,302614.25335,2772403.02742
A6304-0676-00,302563.3823,2772401.38661
A6304-0677-00,303710.94169,2772396.7873
A6304-0678-00,303756.79826,2772396.0739
A6304-0679-00,302697.53309,2772395.49691
A6304-0680-00,303297.66926,2772389.12815
A6304-0681-00,303429.60135,2772387.7314
A6304-0682-00,303605.26097,2772384.81775
A6304-0683-00,303666.64365,2772384.16319
A6304-0684-00,304733.55357,2772377.05575
A6304-0685-00,302908.15017,2772384.12135
A6304-0686-00,303928.11802,2772375.18878
A6304-0687-00,302786.07326,2772375.27769
A6304-0688-00,303994.34726,2772373.44676
A6304-0689-00,304055.58335,2772372.60157
A6304-0690-00,302995.49192,2772363.84926
A6304-0691-00,304323.28687,2772370.14681
A6304-0692-00,304217.30709,2772365.74806
A6304-0693-00,304615.47417,2772365.8714
A6304-0694-00,302563.73303,2772363.1617
A6304-0695-00,304475.14563,2772363.32167
A6304-0696-00,303510.70122,2772358.27316
A6304-0697-00,303549.51365,2772358.1409
A6304-0698-00,302614.13326,2772353.25731
A6304-0699-00,304349.07196,2772353.12277
A6304-0700-00,302925.95795,2772344.86682
A6304-0701-00,303962.1163,2772342.22215
A6304-0702-00,303066.55642,2772339.5251
A6304-0703-00,303142.10024,2772338.06202
A6304-0704-00,303200.85181,2772337.74495
A6304-0705-00,303297.29448,2772336.90322
A6304-0706-00,304816.28103,2772336.61131
A6304-0707-00,304873.25223,2772336.2585
A6304-0708-00,303429.27614,2772335.04478
A6304-0709-00,303604.25805,2772332.27732
A6304-0710-00,303665.83857,2772330.93721
A6304-0711-00,303742.63168,2772329.53787
A6304-0712-00,302583.65495,2772321.20064
A6304-0713-00,304612.61385,2772317.97067
A6304-0714-00,304478.26099,2772317.62805
A6304-0715-00,304328.71794,2772315.85398
A6304-0716-00,304216.81023,2772315.54313
A6304-0717-00,302900.66155,2772292.4472
A6304-0718-00,303134.08284,2772290.44804
A6304-0719-00,302830.83843,2772287.95936
A6304-0720-00,302586.84204,2772286.65102
A6304-0721-00,303069.37533,2772277.70909
A6304-0722-00,302945.75985,2772277.05237
A6304-0723-00,302989.46745,2772276.45603
A6304-0724-00,303177.71789,2772274.42305
A6304-0725-00,303606.71944,2772274.80585
A6304-0726-00,303296.97573,2772274.62312
A6304-0727-00,303724.5662,2772273.15118
A6304-0728-00,303428.90556,2772272.60281
A6304-0729-00,302802.81173,2772269.13502
A6304-0730-00,302900.03511,2772258.10622
A6304-0731-00,302700.78138,2772260.45648
A6304-0732-00,304475.51319,2772262.60725
A6304-0733-00,304623.48456,2772254.58544
A6304-0734-00,303967.64025,2772258.43392
A6304-0735-00,304744.73182,2772246.13187
A6304-0736-00,302615.52638,2772243.78286
A6304-0737-00,304284.50579,2772241.36568
A6304-0738-00,304865.38834,2772240.69539
A6304-0739-00,304460.15187,2772238.11874
