最小統計區代碼,X,Y
A6310-0557-00,309079.21831,2774493.62245
A6310-0558-00,308829.07557,2774491.33767
A6310-0559-00,309343.92519,2774492.68336
A6310-0560-00,310277.28134,2774470.53903
A6310-0561-00,308106.41,2774489.46973
A6310-0562-00,308354.84677,2774488.72956
A6310-0563-00,311804.66702,2774483.79679
A6310-0564-00,309916.71774,2774481.6411
A6310-0565-00,308196.64368,2774479.76514
A6310-0566-00,311400.59825,2774483.56204
A6310-0567-00,312583.14972,2774474.42722
A6310-0568-00,308649.98516,2774468.65165
A6310-0569-00,308712.41876,2774469.49086
A6310-0570-00,308587.47117,2774467.04959
A6310-0571-00,309063.05526,2774457.89373
A6310-0572-00,311679.15434,2774455.21391
A6310-0573-00,307641.38899,2774449.37879
A6310-0574-00,308525.86871,2774449.3778
A6310-0575-00,312227.77699,2774436.28244
A6310-0576-00,308154.67894,2774434.70433
A6310-0577-00,308994.9907,2774431.80412
A6310-0578-00,308474.16042,2774431.31864
A6310-0579-00,312589.45158,2774429.1414
A6310-0580-00,308312.96789,2774422.65088
A6310-0581-00,311804.21931,2774415.58457
A6310-0582-00,308733.79655,2774418.00196
A6310-0583-00,308244.53341,2774414.11553
A6310-0584-00,308668.69226,2774410.31056
A6310-0585-00,311891.6628,2774413.73272
A6310-0586-00,308856.04255,2774405.72973
A6310-0587-00,309094.8733,2774405.33934
A6310-0588-00,308429.15545,2774403.01997
A6310-0589-00,312673.81957,2774398.20464
A6310-0590-00,308615.68668,2774404.52295
A6310-0591-00,312622.05364,2774462.31367
A6310-0592-00,311709.19282,2774397.18747
A6310-0593-00,308995.7736,2774396.48887
A6310-0594-00,308784.17796,2774395.5518
A6310-0595-00,308112.47348,2774392.33204
A6310-0596-00,308050.89232,2774388.76472
A6310-0597-00,312197.37699,2774389.10167
A6310-0598-00,308925.52049,2774386.42145
A6310-0599-00,308198.1033,2774384.96081
A6310-0600-00,307813.98287,2774387.365
A6310-0601-00,312549.63279,2774379.72444
A6310-0602-00,312261.70315,2774373.47646
A6310-0603-00,308287.3413,2774370.86417
A6310-0604-00,312604.93755,2774371.55648
A6310-0605-00,308568.13741,2774368.68838
A6310-0606-00,311892.78429,2774367.18647
A6310-0607-00,308487.94251,2774365.03397
A6310-0608-00,309409.54921,2774363.61485
A6310-0609-00,312833.75494,2774346.96944
A6310-0610-00,309665.06919,2774356.42918
A6310-0611-00,312198.32813,2774359.75587
A6310-0612-00,308372.41374,2774358.26226
A6310-0613-00,311771.21921,2774358.97075
A6310-0614-00,310952.14935,2774350.89144
A6310-0615-00,309213.08214,2774346.63216
A6310-0616-00,309100.28816,2774354.33701
A6310-0617-00,308995.0733,2774350.65946
A6310-0618-00,308146.72389,2774348.21
A6310-0619-00,309123.9747,2774338.35731
A6310-0620-00,312741.79241,2774337.01209
A6310-0621-00,311883.02886,2774330.87376
A6310-0622-00,308691.18798,2774334.95894
A6310-0623-00,311292.34769,2774333.9276
A6310-0624-00,308220.60847,2774332.2522
A6310-0625-00,312007.75327,2774339.70409
A6310-0626-00,312197.29525,2774329.69196
A6310-0627-00,312001.16364,2774326.63721
A6310-0628-00,308088.28964,2774325.18295
A6310-0629-00,308745.62422,2774326.80939
A6310-0630-00,308833.96931,2774327.13387
A6310-0631-00,308643.99194,2774321.90535
A6310-0632-00,308402.38339,2774315.93199
A6310-0633-00,308272.77927,2774314.2284
A6310-0634-00,312259.69537,2774314.24109
A6310-0635-00,307740.21229,2774312.15451
A6310-0636-00,308531.14898,2774313.7486
A6310-0637-00,312568.49902,2774313.2475
A6310-0638-00,308490.54346,2774305.08992
A6310-0639-00,312196.92357,2774301.04847
A6310-0640-00,311711.61,2774296.94417
A6310-0641-00,308933.53268,2774293.15056
A6310-0642-00,309088.63729,2774293.84456
A6310-0643-00,309000.03257,2774293.43314
A6310-0644-00,308288.62717,2774291.69374
A6310-0645-00,308455.51493,2774287.86049
A6310-0646-00,308598.93591,2774286.96631
A6310-0647-00,307865.1309,2774284.84517
A6310-0648-00,311995.32809,2774284.17429
A6310-0649-00,308183.77184,2774275.00875
A6310-0650-00,312243.49013,2774271.92425
A6310-0651-00,308337.71407,2774263.3511
A6310-0652-00,308854.09212,2774259.21389
A6310-0653-00,311355.3641,2774261.44591
A6310-0654-00,308408.46393,2774260.51437
A6310-0655-00,308690.97113,2774260.42502
A6310-0656-00,312651.36594,2774261.79519
A6310-0657-00,310386.1705,2774249.36171
A6310-0658-00,308532.4045,2774256.24655
A6310-0659-00,308965.95465,2774251.73722
A6310-0660-00,311282.69988,2774252.26371
A6310-0661-00,312244.3704,2774243.26036
A6310-0662-00,307984.78688,2774242.89487
A6310-0663-00,309073.0599,2774243.03094
A6310-0664-00,311733.93112,2774238.06834
A6310-0665-00,308267.67699,2774230.94188
A6310-0666-00,308964.76535,2774225.90067
A6310-0667-00,308797.22427,2774223.79401
A6310-0668-00,308451.08241,2774221.03221
A6310-0669-00,308705.76777,2774218.87349
A6310-0670-00,308627.38219,2774216.10543
A6310-0671-00,308549.45972,2774213.03209
A6310-0672-00,312237.26155,2774214.19219
A6310-0673-00,312552.41286,2774211.92633
A6310-0674-00,312304.55124,2774211.73627
A6310-0675-00,311351.82462,2774212.47533
A6310-0676-00,311899.12406,2774206.37731
A6310-0677-00,311297.43085,2774210.94023
A6310-0678-00,308352.07546,2774204.44813
A6310-0679-00,311725.52446,2774201.07148
A6310-0680-00,309293.05916,2774210.24848
A6310-0681-00,311555.02417,2774188.38019
A6310-0682-00,311267.24903,2774186.78839
A6310-0683-00,309067.87276,2774184.58398
A6310-0684-00,311613.10314,2774176.41027
A6310-0685-00,308305.05786,2774175.69192
A6310-0686-00,308467.93879,2774174.0362
A6310-0687-00,311726.60995,2774174.10515
A6310-0688-00,312569.98205,2774171.39336
A6310-0689-00,312228.44661,2774173.64078
A6310-0690-00,312272.14664,2774169.9102
A6310-0691-00,311347.9523,2774169.11454
A6310-0692-00,312626.42949,2774163.78304
A6310-0693-00,312363.92883,2774165.28821
A6310-0694-00,307678.18474,2774148.54511
A6310-0695-00,308565.80687,2774159.56376
A6310-0696-00,311153.95882,2774159.12549
A6310-0697-00,309080.02627,2774154.27187
A6310-0698-00,308373.85386,2774154.81497
A6310-0699-00,312295.53887,2774151.38002
A6310-0700-00,311712.11462,2774147.60018
A6310-0701-00,311672.76732,2774138.01196
A6310-0702-00,308193.28836,2774141.43256
A6310-0703-00,311213.43129,2774138.63672
A6310-0704-00,310978.41359,2774136.57124
A6310-0705-00,309468.11059,2774137.48461
A6310-0706-00,312317.53725,2774135.23077
A6310-0707-00,311758.75486,2774129.66003
A6310-0708-00,312529.10139,2774125.65518
A6310-0709-00,308483.23883,2774123.94249
A6310-0710-00,312344.40251,2774119.07349
A6310-0711-00,308059.08201,2774118.93044
A6310-0712-00,309542.00922,2774106.63919
A6310-0713-00,312609.4339,2774112.58253
A6310-0714-00,308570.77918,2774112.49415
A6310-0715-00,312382.98742,2774111.61101
A6310-0716-00,309020.09432,2774106.74883
A6310-0717-00,309353.36347,2774115.23762
A6310-0718-00,308411.61035,2774111.60886
A6310-0719-00,307851.05526,2774110.61901
A6310-0720-00,310471.61162,2774106.22411
A6310-0721-00,311345.99604,2774105.32943
A6310-0722-00,311099.0928,2774105.63691
A6310-0723-00,311543.13065,2774098.07315
A6310-0724-00,311648.33223,2774085.989
A6310-0725-00,310788.78589,2774089.27268
A6310-0726-00,312423.06818,2774080.60307
A6310-0727-00,310972.00546,2774083.3249
A6310-0728-00,310892.95911,2774082.65891
A6310-0729-00,311216.43365,2774074.03152
A6310-0730-00,310634.58169,2774077.47734
A6310-0731-00,309462.34031,2774077.53278
A6310-0732-00,308319.84158,2774078.11401
A6310-0733-00,311047.85248,2774078.00882
A6310-0734-00,310732.48469,2774074.68566
A6310-0735-00,310246.12104,2774078.703
A6310-0736-00,308696.5168,2774072.79347
A6310-0737-00,308485.07696,2774070.87925
A6310-0738-00,311752.02063,2774073.89181
A6310-0739-00,312053.51547,2774066.57573
A6310-0740-00,312564.93833,2774068.23616
A6310-0741-00,311432.39677,2774078.091
A6310-0742-00,311591.29738,2774064.74632
A6310-0743-00,311334.41358,2774059.84232
A6310-0744-00,311735.96048,2774047.62295
A6310-0745-00,312160.30828,2774030.12985
A6310-0746-00,308174.93148,2774036.61373
A6310-0747-00,312450.40693,2774036.11878
A6310-0748-00,309458.99692,2774035.11961
A6310-0749-00,311534.86587,2774028.14373
A6310-0750-00,311602.9464,2774027.16984
A6310-0751-00,310320.83842,2774027.91498
A6310-0752-00,310889.43045,2774025.70629
A6310-0753-00,310478.28379,2774027.89329
A6310-0754-00,312357.14983,2774024.51827
A6310-0755-00,312287.03717,2774025.9852
A6310-0756-00,311744.17212,2774021.68703
A6310-0757-00,310979.87908,2774018.26485
A6310-0758-00,312446.63436,2774010.88955
A6310-0759-00,311623.19351,2774010.33917
A6310-0760-00,310055.98422,2774003.31709
A6310-0761-00,309414.19273,2774007.1224
A6310-0762-00,311056.47031,2774011.11936
A6310-0763-00,311852.85147,2774003.82526
A6310-0764-00,309813.95686,2774025.48729
A6310-0765-00,312049.91272,2774001.90147
A6310-0766-00,311666.92608,2774004.24253
A6310-0767-00,311786.13865,2773993.63589
A6310-0768-00,312376.62685,2773991.43725
A6310-0769-00,311731.32929,2773988.9606
A6310-0770-00,307943.75817,2773983.63543
A6310-0771-00,311303.97742,2773985.70098
A6310-0772-00,311962.32786,2773984.28158
A6310-0773-00,311123.06584,2773981.08457
A6310-0774-00,312325.38142,2773978.82931
A6310-0775-00,311577.04408,2773972.64255
A6310-0776-00,311642.75557,2773968.71969
A6310-0777-00,311538.28547,2773969.72935
A6310-0778-00,309468.1258,2773968.85163
A6310-0779-00,311729.72661,2773959.07346
A6310-0780-00,312577.37565,2773953.63602
A6310-0781-00,308349.00369,2773957.25338
A6310-0782-00,311778.71222,2773945.13359
A6310-0783-00,311170.37291,2773944.66999
A6310-0784-00,312347.23751,2773945.82617
A6310-0785-00,310886.77579,2773953.28902
A6310-0786-00,312444.66606,2773945.45013
A6310-0787-00,311676.75223,2773929.9249
A6310-0788-00,308488.03512,2773929.86779
A6310-0789-00,311726.92005,2773930.50535
A6310-0790-00,311608.34033,2773926.49911
A6310-0791-00,312063.33404,2773924.08659
A6310-0792-00,311550.633,2773922.86319
A6310-0793-00,311284.60221,2773922.07673
A6310-0794-00,311479.07446,2773918.02085
A6310-0795-00,311216.80818,2773915.10497
A6310-0796-00,311068.69381,2773915.74919
A6310-0797-00,312287.49659,2773914.99645
A6310-0798-00,308277.94129,2773910.19374
A6310-0799-00,310919.49835,2773911.29246
A6310-0800-00,312414.82234,2773909.76719
A6310-0801-00,311825.93523,2773908.87808
A6310-0802-00,312356.86298,2773906.04419
A6310-0803-00,312224.0796,2773897.5816
A6310-0804-00,310980.84471,2773893.63185
A6310-0805-00,308181.24269,2773891.00682
A6310-0806-00,308531.84332,2773887.54611
A6310-0807-00,311575.29428,2773887.01556
A6310-0808-00,311783.78939,2773888.37102
A6310-0809-00,311749.76468,2773884.91582
A6310-0810-00,312168.4314,2773878.36698
A6310-0811-00,311116.97329,2773876.08051
A6310-0812-00,311738.05989,2773870.69522
A6310-0813-00,312055.71003,2773865.83031
A6310-0814-00,311264.58983,2773865.40664
A6310-0815-00,312584.81994,2773865.49968
A6310-0816-00,312126.80391,2773864.40014
A6310-0817-00,309035.84852,2773863.86746
A6310-0818-00,311027.16823,2773858.5771
A6310-0819-00,312295.77431,2773859.5678
A6310-0820-00,312511.51814,2773859.82174
A6310-0821-00,311375.97999,2773858.35249
A6310-0822-00,311727.48388,2773857.4834
A6310-0823-00,312360.70576,2773855.18431
A6310-0824-00,312603.749,2773852.21995
A6310-0825-00,309904.8512,2773855.56602
A6310-0826-00,311539.76768,2773849.34982
A6310-0827-00,312225.38645,2773847.97299
A6310-0828-00,312403.67244,2773844.43003
A6310-0829-00,311849.56502,2773844.82975
A6310-0830-00,311218.67819,2773836.74363
A6310-0831-00,308041.65563,2773837.41906
A6310-0832-00,308336.18666,2773814.70732
A6310-0833-00,312100.50219,2773833.5451
A6310-0834-00,309451.74743,2773832.10138
A6310-0835-00,311437.95038,2773831.64105
A6310-0836-00,312598.65126,2773829.00855
A6310-0837-00,311655.5924,2773818.84688
A6310-0838-00,308443.20532,2773818.98122
A6310-0839-00,312298.49515,2773819.70849
A6310-0840-00,312445.83581,2773815.55255
A6310-0841-00,312598.63029,2773814.11689
A6310-0842-00,311482.18338,2773810.7211
A6310-0843-00,310690.26389,2773832.5408
A6310-0844-00,312071.22437,2773814.84077
A6310-0845-00,312230.59994,2773810.40972
A6310-0846-00,311825.73138,2773807.35318
A6310-0847-00,312509.24347,2773807.98093
A6310-0848-00,311195.95767,2773803.19966
A6310-0849-00,311342.68844,2773795.48856
A6310-0850-00,312163.06921,2773794.20931
A6310-0851-00,311878.90882,2773788.64536
A6310-0852-00,312597.93873,2773790.57932
A6310-0853-00,312356.8496,2773790.69883
A6310-0854-00,311808.54526,2773784.91345
A6310-0855-00,311129.98818,2773784.64273
A6310-0856-00,312047.01975,2773784.08377
A6310-0857-00,311761.55309,2773780.76381
A6310-0858-00,312397.3755,2773780.35206
A6310-0859-00,312493.24762,2773776.92508
A6310-0860-00,309468.46127,2773777.16639
A6310-0861-00,311996.88451,2773773.17764
A6310-0862-00,311515.62462,2773771.1024
A6310-0863-00,308346.31542,2773770.37014
A6310-0864-00,310905.46474,2773767.98378
A6310-0865-00,311166.84969,2773760.79034
A6310-0866-00,312309.81895,2773762.94361
A6310-0867-00,312595.73478,2773757.19591
A6310-0868-00,312244.63803,2773757.57428
A6310-0869-00,311414.8532,2773746.19732
A6310-0870-00,311303.29786,2773745.17205
A6310-0871-00,312289.64954,2773743.98663
A6310-0872-00,311796.16969,2773739.77957
A6310-0873-00,310184.43167,2773744.53456
A6310-0874-00,311960.47691,2773736.12885
A6310-0875-00,309759.36966,2773734.56797
A6310-0876-00,311736.33163,2773735.86022
A6310-0877-00,312111.7489,2773735.56191
A6310-0878-00,308601.54172,2773729.88157
A6310-0879-00,309361.6773,2773733.11856
A6310-0880-00,308384.57378,2773730.0596
A6310-0881-00,312593.62362,2773727.62927
A6310-0882-00,312035.12529,2773727.44422
A6310-0883-00,312174.43734,2773729.10437
A6310-0884-00,309236.36525,2773722.48984
A6310-0885-00,311871.21842,2773725.28908
A6310-0886-00,311445.29403,2773721.17713
A6310-0887-00,308494.92752,2773717.40799
A6310-0888-00,312389.01963,2773716.03051
A6310-0889-00,311505.76012,2773708.92006
A6310-0890-00,312470.87496,2773709.56912
A6310-0891-00,311363.71303,2773707.85619
A6310-0892-00,311912.94403,2773706.29936
A6310-0893-00,311085.75665,2773707.03933
A6310-0894-00,309374.67669,2773705.11887
A6310-0895-00,312593.04872,2773704.55689
A6310-0896-00,310844.82988,2773707.45854
A6310-0897-00,312200.42881,2773703.35469
A6310-0898-00,311770.49727,2773700.99951
A6310-0899-00,311963.58751,2773697.29993
A6310-0900-00,311717.86786,2773696.48418
A6310-0901-00,311478.36797,2773696.55911
A6310-0902-00,311836.19106,2773692.39784
A6310-0903-00,312239.20233,2773689.7486
A6310-0904-00,311573.72509,2773685.62759
A6310-0905-00,311109.95086,2773685.65507
A6310-0906-00,308070.20231,2773680.68338
A6310-0907-00,312474.60856,2773671.94302
A6310-0908-00,312284.62459,2773676.76101
A6310-0909-00,311800.41267,2773672.99726
A6310-0910-00,312024.00868,2773672.68169
A6310-0911-00,311406.63602,2773669.68158
A6310-0912-00,307903.31631,2773669.2394
A6310-0913-00,309712.26176,2773672.32902
A6310-0914-00,309775.65727,2773667.16701
A6310-0915-00,312368.78143,2773665.4703
A6310-0916-00,309875.78474,2773665.39357
A6310-0917-00,312329.85849,2773665.73272
A6310-0918-00,309258.17904,2773664.14038
A6310-0919-00,312548.73478,2773663.76971
A6310-0920-00,311973.06544,2773663.26862
A6310-0921-00,312410.79763,2773660.31321
A6310-0922-00,312108.04181,2773659.43637
A6310-0923-00,309434.07801,2773666.68242
A6310-0924-00,309322.44693,2773652.83907
A6310-0925-00,311873.42759,2773651.16397
A6310-0926-00,309104.8511,2773644.84242
A6310-0927-00,311442.61291,2773643.63556
A6310-0928-00,312060.67333,2773642.34273
A6310-0929-00,311685.69702,2773637.29051
A6310-0930-00,312530.15294,2773618.31722
A6310-0931-00,311814.77497,2773640.33054
A6310-0932-00,312378.42634,2773634.81432
A6310-0933-00,311942.73578,2773635.60003
A6310-0934-00,309257.37216,2773631.59628
A6310-0935-00,311805.55249,2773625.8444
A6310-0936-00,311859.95275,2773622.62283
A6310-0937-00,311399.85038,2773625.67213
A6310-0938-00,309641.63354,2773625.66607
A6310-0939-00,312541.80956,2773623.11534
A6310-0940-00,312293.07395,2773620.43195
A6310-0941-00,308289.93639,2773612.15852
A6310-0942-00,309479.19052,2773605.8055
A6310-0943-00,308771.46035,2773599.68992
A6310-0944-00,309764.43244,2773608.22949
A6310-0945-00,311785.11804,2773600.63909
A6310-0946-00,311992.66754,2773605.8138
A6310-0947-00,311075.59966,2773609.21205
A6310-0948-00,311035.28746,2773604.47588
A6310-0949-00,312535.68416,2773597.27271
A6310-0950-00,312074.0716,2773594.44683
A6310-0951-00,311915.11813,2773590.14737
A6310-0952-00,312303.30928,2773585.81561
A6310-0953-00,312375.59659,2773588.03308
A6310-0954-00,312155.53666,2773582.72741
A6310-0955-00,309257.18632,2773583.06778
A6310-0956-00,309872.84283,2773582.4295
A6310-0957-00,312445.00078,2773582.74027
A6310-0958-00,308932.48334,2773583.35643
A6310-0959-00,310318.31004,2773580.60065
A6310-0960-00,311494.25749,2773574.19823
A6310-0961-00,311602.91963,2773574.17476
A6310-0962-00,310543.46168,2773569.90394
A6310-0963-00,309980.82179,2773575.50057
A6310-0964-00,312258.83605,2773573.64664
A6310-0965-00,311255.77524,2773574.62825
A6310-0966-00,310188.21489,2773574.41435
A6310-0967-00,311870.61768,2773568.48529
A6310-0968-00,309764.46564,2773563.71162
A6310-0969-00,311386.54301,2773564.78018
A6310-0970-00,311149.7799,2773555.14104
A6310-0971-00,311681.39072,2773553.24672
A6310-0972-00,312010.06597,2773551.69896
A6310-0973-00,311364.51083,2773545.91487
A6310-0974-00,312254.67241,2773542.89179
A6310-0975-00,312341.99263,2773542.20809
A6310-0976-00,309273.32572,2773528.27841
A6310-0977-00,312425.29597,2773528.49195
A6310-0978-00,311674.36409,2773524.25357
A6310-0979-00,308599.60245,2773520.36025
A6310-0980-00,309476.77022,2773521.08602
A6310-0981-00,311783.7013,2773517.65414
A6310-0982-00,308068.51357,2773512.769
A6310-0983-00,309182.32056,2773515.59759
A6310-0984-00,312233.34194,2773515.37246
A6310-0985-00,312336.57507,2773513.97325
A6310-0986-00,310293.53124,2773513.24001
A6310-0987-00,308999.67381,2773508.53408
A6310-0988-00,309082.38242,2773507.20585
A6310-0989-00,311870.34525,2773500.10373
A6310-0990-00,312299.57039,2773495.6188
A6310-0991-00,310164.60799,2773495.00305
A6310-0992-00,309883.20435,2773495.42722
A6310-0993-00,311964.78682,2773493.11466
A6310-0994-00,312029.04538,2773489.3244
A6310-0995-00,309529.36668,2773489.12001
A6310-0996-00,308282.26265,2773483.99235
A6310-0997-00,309756.8716,2773484.90171
A6310-0998-00,309272.37547,2773484.43671
A6310-0999-00,309660.33227,2773488.93883
A6310-1000-00,312270.23616,2773475.83558
A6310-1001-00,309370.41357,2773475.06844
A6310-1002-00,311489.7776,2773478.35859
A6310-1003-00,311776.83583,2773472.89304
A6310-1004-00,309021.21663,2773471.79486
A6310-1005-00,312110.80117,2773470.45259
A6310-1006-00,310024.736,2773469.38021
A6310-1007-00,309183.2263,2773461.83755
A6310-1008-00,309071.14567,2773453.33752
A6310-1009-00,311468.76549,2773453.36301
A6310-1010-00,310618.54755,2773452.75248
A6310-1011-00,307708.6461,2773452.85426
A6310-1012-00,310258.56115,2773450.25028
A6310-1013-00,312191.26817,2773447.26902
A6310-1014-00,309684.22075,2773444.04545
A6310-1015-00,311864.88545,2773446.86062
A6310-1016-00,311986.69932,2773437.00121
A6310-1017-00,311765.65812,2773434.65902
A6310-1018-00,309271.36661,2773433.34407
A6310-1019-00,311640.12478,2773435.1196
A6310-1020-00,312079.97876,2773431.08601
A6310-1021-00,309184.20111,2773426.16188
A6310-1022-00,309522.91692,2773421.18745
A6310-1023-00,312215.21166,2773418.68267
A6310-1024-00,311862.55764,2773418.36164
A6310-1025-00,310648.29405,2773413.90313
A6310-1026-00,309648.848,2773410.74857
A6310-1027-00,311974.87877,2773406.62091
A6310-1028-00,309750.52532,2773406.36658
A6310-1029-00,310739.36121,2773400.50922
A6310-1030-00,309080.03365,2773403.50102
A6310-1031-00,309843.76035,2773406.013
A6310-1032-00,309184.38512,2773402.60991
A6310-1033-00,312050.09928,2773400.06735
A6310-1034-00,311497.9112,2773400.3003
A6310-1035-00,312119.36231,2773393.22197
A6310-1036-00,312164.15671,2773392.86758
A6310-1037-00,309925.20286,2773392.49868
A6310-1038-00,308897.45009,2773393.09935
A6310-1039-00,312229.3149,2773382.4156
A6310-1040-00,309995.65315,2773375.88215
A6310-1041-00,311436.49068,2773374.97331
A6310-1042-00,308537.76745,2773377.80742
A6310-1043-00,310492.8178,2773367.99814
A6310-1044-00,309391.0616,2773371.37883
A6310-1045-00,309209.07142,2773368.24671
A6310-1046-00,309270.77318,2773365.35293
A6310-1047-00,311932.78717,2773360.62084
A6310-1048-00,310766.6465,2773336.31671
A6310-1049-00,309321.89811,2773358.49919
A6310-1050-00,309093.98264,2773357.67341
A6310-1051-00,309512.21754,2773360.04631
A6310-1052-00,309151.84875,2773355.47125
A6310-1053-00,307875.50859,2773343.89447
A6310-1054-00,310062.8139,2773351.19931
A6310-1055-00,312004.62827,2773352.33673
A6310-1056-00,312137.45526,2773349.2838
A6310-1057-00,312077.54522,2773334.09442
A6310-1058-00,309660.13388,2773337.01077
A6310-1059-00,311300.93216,2773334.26168
A6310-1060-00,309390.42424,2773330.0454
A6310-1061-00,312161.25143,2773323.02156
A6310-1062-00,311355.06814,2773317.50238
A6310-1063-00,309876.63429,2773319.24615
A6310-1064-00,311836.47341,2773329.4594
A6310-1065-00,311218.04843,2773314.64229
A6310-1066-00,309199.51052,2773312.95247
A6310-1067-00,309508.84788,2773310.024
A6310-1068-00,311711.91915,2773303.91279
A6310-1069-00,312225.34421,2773302.84049
A6310-1070-00,311953.1115,2773297.13242
A6310-1071-00,310346.21488,2773294.39584
A6310-1072-00,310611.30471,2773292.10001
A6310-1073-00,309269.9249,2773295.46085
A6310-1074-00,311772.37306,2773289.59855
A6310-1075-00,310486.84148,2773290.64442
A6310-1076-00,310189.01773,2773285.55454
A6310-1077-00,308157.38478,2773298.34629
A6310-1078-00,309380.44232,2773292.48766
A6310-1079-00,309840.67895,2773284.34092
A6310-1080-00,309320.0707,2773284.05314
A6310-1081-00,312040.0655,2773280.46901
A6310-1082-00,309544.43049,2773267.56636
A6310-1083-00,312150.604,2773271.41663
A6310-1084-00,312103.78021,2773266.75439
A6310-1085-00,310028.88001,2773266.39867
A6310-1086-00,311820.85815,2773262.91828
A6310-1087-00,309383.94073,2773258.03115
A6310-1088-00,311673.52482,2773259.49508
A6310-1089-00,311750.46077,2773251.82977
A6310-1090-00,309182.25147,2773252.15428
A6310-1091-00,311860.2545,2773247.84061
A6310-1092-00,312019.93671,2773248.23615
A6310-1093-00,309467.55963,2773247.43658
A6310-1094-00,311521.84786,2773245.35321
A6310-1095-00,311679.6982,2773229.87912
A6310-1096-00,308885.39378,2773232.81304
A6310-1097-00,312019.05705,2773198.02217
A6310-1098-00,311871.56437,2773216.67722
A6310-1099-00,309611.6775,2773212.05686
A6310-1100-00,308550.91262,2773209.02724
A6310-1101-00,308213.18531,2773201.92126
A6310-1102-00,309462.46332,2773205.04246
A6310-1103-00,310695.31052,2773174.22418
A6310-1104-00,311713.22188,2773200.26228
A6310-1105-00,310027.05581,2773198.04578
A6310-1106-00,309703.22525,2773185.52944
A6310-1107-00,309865.1346,2773181.53332
A6310-1108-00,309187.90066,2773173.54595
A6310-1109-00,309452.88077,2773172.1973
A6310-1110-00,309549.21056,2773178.73132
A6310-1111-00,309448.1086,2773125.43438
A6310-1112-00,309173.39262,2773111.65928
A6310-1113-00,309807.73686,2773100.89312
A6310-1114-00,310094.78033,2773085.81963
A6310-1115-00,309863.79475,2773082.66181
A6310-1116-00,308257.47093,2773078.22998
A6310-1117-00,308639.08276,2773069.96179
A6310-1118-00,309745.85464,2773042.85457
A6310-1119-00,308902.61212,2773055.67635
A6310-1120-00,311934.09381,2773047.16471
A6310-1121-00,307961.28349,2772996.00712
A6310-1122-00,311039.98062,2773002.44071
A6310-1123-00,310236.265,2772990.26553
A6310-1124-00,309418.34453,2772963.86252
A6310-1125-00,310648.41262,2772952.46548
A6310-1126-00,310052.34216,2772932.85506
A6310-1127-00,309714.22835,2772928.76848
A6310-1128-00,308387.03517,2772921.60586
A6310-1129-00,311258.00169,2772926.94554
A6310-1130-00,310025.72338,2772885.35661
A6310-1131-00,310305.24151,2772882.43642
A6310-1132-00,309186.77465,2772879.36777
A6310-1133-00,308790.43677,2772846.36488
A6310-1134-00,309478.85283,2772823.29032
A6310-1135-00,311245.76197,2772769.49694
A6310-1136-00,310658.64516,2772773.33518
A6310-1137-00,308051.12995,2772758.02094
A6310-1138-00,310057.41792,2772762.92382
A6310-1139-00,309739.62058,2772759.13171
A6310-1140-00,308509.98618,2772750.39611
A6310-1141-00,310321.06588,2772729.21893
A6310-1142-00,310986.88008,2772660.77731
A6310-1143-00,309125.93509,2772707.16302
A6310-1144-00,309798.85678,2772692.96431
A6310-1145-00,309303.27014,2772694.54981
A6310-1146-00,309007.47863,2772675.50867
A6310-1147-00,309548.98451,2772636.91008
A6310-1148-00,310646.25492,2772611.47091
A6310-1149-00,307672.78802,2772634.36217
A6310-1150-00,309311.33046,2772596.77919
A6310-1151-00,308611.83808,2772593.39239
A6310-1152-00,310366.74751,2772589.06056
A6310-1153-00,309951.60859,2772580.78911
A6310-1154-00,309613.95077,2772541.83836
A6310-1155-00,308841.46951,2772521.84428
A6310-1156-00,308293.25338,2772503.02241
A6310-1157-00,309358.70987,2772488.66728
A6310-1158-00,307982.98546,2772483.27273
A6310-1159-00,309521.1739,2772466.06146
A6310-1160-00,309440.50696,2772410.10533
A6310-1161-00,308664.21105,2772397.63918
A6310-1162-00,309157.3378,2772382.18227
A6310-1163-00,309075.64036,2772345.95488
A6310-1164-00,309364.72948,2772341.82477
A6310-1165-00,308552.04004,2772325.63437
A6310-1166-00,308983.90349,2772319.38819
A6310-1167-00,308399.52888,2772309.72863
A6310-1168-00,309461.33291,2772281.52408
A6310-1169-00,308889.49666,2772273.14432
A6310-1170-00,309241.29881,2772270.7431
A6310-1171-00,308717.06446,2772266.37939
A6310-1172-00,308042.8719,2772260.39995
A6310-1173-00,308285.85019,2772255.22661
A6310-1174-00,308434.66152,2772253.95315
A6310-1175-00,309007.24423,2772251.0387
A6310-1176-00,308838.88853,2772220.97117
A6310-1177-00,308235.64691,2772217.61134
A6310-1178-00,308915.20604,2772213.80412
A6310-1179-00,309037.88064,2772210.03279
A6310-1180-00,308297.57271,2772198.98116
A6310-1181-00,308465.18488,2772196.82984
A6310-1182-00,309094.24845,2772183.62942
A6310-1183-00,308143.2032,2772175.99892
A6310-1184-00,308768.08583,2772166.41432
A6310-1185-00,308949.7474,2772140.32959
A6310-1186-00,308316.46557,2772138.56729
A6310-1187-00,308364.00598,2772126.64673
A6310-1188-00,308170.30675,2772126.21809
A6310-1189-00,307801.70292,2772117.00221
A6310-1190-00,308061.14519,2772115.79698
A6310-1191-00,308701.85899,2772116.13927
A6310-1192-00,308231.94908,2772102.42304
